search_keyword,taxId,name,branch,branchCode,branchType,addressLocal,zipCode,contactGroup
บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,0105496000431,บริษัท บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,,00003,สาขา,6 ซอยอุดมสุข 37 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,0105496000431,บริษัท บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,,00001,สาขา,7/1 ถนนวิทยุ แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร,10330,3
บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,0105496000431,บริษัท บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,,00002,สาขา,41 ถนนสุขุมวิท ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ สมุทรปราการ,10270,3
บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,0105496000431,บริษัท บี.เอ็ล.เอช.เทร็ดดิ้ง จำกัด,,00004,สาขา,979/114 หมู่12 แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร,10260,3
แอตแลนติค ฟาร์มาซูติคอล จำกัด,0105528008271,บริษัท แอตแลนติค ฟาร์มาซูติคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,2038 ถนนสุขุมวิท แขวงพระโขนงใต้ เขตพระโขนง กรุงเทพมหานคร,10260,3
แอตแลนติค ฟาร์มาซูติคอล จำกัด,0105528008271,บริษัท แอตแลนติค ฟาร์มาซูติคอล จำกัด,,00001,สาขา,111 ซอยวัดเกาะแก้ว หมู่7 ตำบลบางพลีน้อย อำเภอบางบ่อ สมุทรปราการ,10560,3
โมเดอร์นแมนู จำกัด,0105516010984,บริษัท โมเดอร์นแมนู จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,54/1 ถนนนวมินทร์ แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร,10240,3
ไทยเมจิ,0105522020724,บริษัท ไทยเมจิฟาร์มาซิวติคัล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,37 ซอยฉลองกรุง 31 นิคมอุตสาหกรรมลาดกระบัง ถนนฉลองกรุง แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร,10520,3
ไทยเมจิ,0105522020724,บริษัท ไทยเมจิฟาร์มาซิวติคัล จำกัด,,00007,สาขา,345 หมู่15 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ไทยเมจิ,0105522020724,บริษัท ไทยเมจิฟาร์มาซิวติคัล จำกัด,,00001,สาขา,193/106-107 ชั้น 26 อาคารเลครัชดาออฟฟิศคอมเพล็กซ์ ถนนรัชดาภิเษก แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร,10110,3
ไทยเมจิ,0105526045420,บริษัท ไทยเมจิกเทป จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,333-334 หมู่4 ตำบลบ้านคลองสวน อำเภอพระสมุทรเจดีย์ สมุทรปราการ,10290,3
ไทยเมจิ,0105522020724,บริษัท ไทยเมจิฟาร์มาซิวติคัล จำกัด,,00004,สาขา,"88,88/1-2 หมู่11 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ",10540,3
ไทยเมจิ,0105522020724,บริษัท ไทยเมจิฟาร์มาซิวติคัล จำกัด,,00005,สาขา,99/19-20 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ไทยเมจิ,0105522020724,บริษัท ไทยเมจิฟาร์มาซิวติคัล จำกัด,,00006,สาขา,99/2 หมู่3 ถนนบางนา-ตราด กม.23 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ,10570,3
ไทยเมจิ,0483543000019,ห้างหุ้นส่วนจำกัด ไทยเมจิภาคภูมิ,สำนักงานใหญ่,00000,สำนักงานใหญ่,66/3 ถนนนคร-ธาตุพนม ตำบลในเมือง อำเภอเมืองนครพนม นครพนม,48000,3
เกร๊ทเตอร์มายบาซิน จำกัด,0735543000476,บริษัท เกร๊ทเตอร์มายบาซิน จำกัด                                                                                                                                        ,,00002,สาขา,"307,307/1 ซอยจรัญสนิทวงศ์ 40 ถนนจรัญสนิทวงศ์ แขวงบางยี่ขัน เขตบางพลัด กรุงเทพมหานคร",10700,3
เกร๊ทเตอร์มายบาซิน จำกัด,0735543000476,บริษัท เกร๊ทเตอร์มายบาซิน จำกัด                                                                                                                                        ,,00001,สาขา,46/2 ซอยจรัญสนิทวงศ์ 40 ถนนจรัญสนิทวงศ์ แขวงบางยี่ขัน เขตบางพลัด กรุงเทพมหานคร,10700,3
เกร๊ทเตอร์มายบาซิน จำกัด,0735543000476,บริษัท เกร๊ทเตอร์มายบาซิน จำกัด                                                                                                                                        ,,00003,สาขา,55/10 หมู่1 ถนนศาลายา-นครชัยศรี ตำบลศาลายา อำเภอพุทธมณฑล นครปฐม,73170,3
เกร๊ทเตอร์มายบาซิน จำกัด,0735543000476,บริษัท เกร๊ทเตอร์มายบาซิน จำกัด                                                                                                                                        ,สำนักงานใหญ่,00000,สำนักงานใหญ่,55/2 หมู่1 ถนนศาลายา-นครชัยศรี ตำบลศาลายา อำเภอพุทธมณฑล นครปฐม,73170,3
ส.เจริญเภสัชเทรดดิ้ง จำกัด,0105514001619,บริษัท ส.เจริญเภสัชเทรดดิ้ง จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,"711,713-715-717 ถนนมหาไชย แขวงวังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร",10200,3
ส.เจริญเภสัชเทรดดิ้ง จำกัด,0105514001619,บริษัท ส.เจริญเภสัชเทรดดิ้ง จำกัด,,00001,สาขา,8 ซอยบางแวก 70 แขวงบางแวก เขตภาษีเจริญ กรุงเทพมหานคร,10160,3
คอนติเนนเติล-ฟาร์ม จำกัด,0105516000415,บริษัท คอนติเนนเติล-ฟาร์ม จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,85/5 ซอยแจ้งวัฒนะ 12 แยก 4 แขวงทุ่งสองห้อง เขตหลักสี่ กรุงเทพมหานคร,10210,3
อาร์เอ็กซ์ จำกัด,0105519003547,บริษัท อาร์เอ็กซ์ จำกัด,,00002,สาขา,177 หมู่10 ตำบลนราภิรมย์ อำเภอบางเลน นครปฐม,73130,3
อาร์เอ็กซ์ จำกัด,0105566080005,บริษัท ไพร์ม อาร์เอ็กซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,603 ชั้น 3 อาคารอุษรินทร์ ซอยรามคำแหง 39 (เทพลีลา1) ถนนประชาอุทิศ แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร,10310,3
อาร์เอ็กซ์ จำกัด,0105566133265,บริษัท รีไวทอลไลซ์ อาร์เอ็กซ์ จำกัด                                                                                                                                    ,สำนักงานใหญ่,00000,สำนักงานใหญ่,555/37 ชั้น 16 อาคารเอสเอสพี ทาวเวอร์ ซอยสุขุมวิท 63 (เอกมัย) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร,10110,3
อาร์เอ็กซ์ จำกัด,0105568000629,บริษัท สตูดิโอ เอ็มทีอาร์เอ็กซ์ จำกัด                                                                                                                                  ,สำนักงานใหญ่,00000,สำนักงานใหญ่,"132/15, 16 ซอยรามคำแหง 24 (หมู่บ้านเสรี) แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร",10240,3
อาร์เอ็กซ์ จำกัด,0135562011351,บริษัท อีอาร์เอ็กซ์ จำกัด                                                                                                                                              ,สำนักงานใหญ่,00000,สำนักงานใหญ่,1788 ชั้น 27 ยูนิต 2702-2708 อาคารสิงห์ คอมเพล็กซ์ ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร,10310,3
อาร์เอ็กซ์ จำกัด,0105564129538,บริษัท เอ็นอาร์เอ็กซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,446/54 ชั้น 5 ยูนิต ดี อาคารปาร์คอเวนิว ถนนสุขุมวิท 71 แขวงพระโขนงเหนือ เขตวัฒนา กรุงเทพมหานคร,10110,3
อาร์เอ็กซ์ จำกัด,0105519003547,บริษัท อาร์เอ็กซ์ จำกัด,,00001,สาขา,12 ซอยรัชดาภิเษก 64 ถนนรัชดาภิเษก แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร,10800,3
อาร์เอ็กซ์ จำกัด,0905554003038,บริษัท มิราเคิล แลป อาร์เอ็กซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,"53,55 ซอย6(ราษฎร์ยินดี) ตำบลหาดใหญ่ อำเภอหาดใหญ่ สงขลา",90110,3
อาร์เอ็กซ์ จำกัด,0105519003547,บริษัท อาร์เอ็กซ์ จำกัด,,00006,สาขา,998 ถนนริมคลองสามเสน แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร,10310,3
อาร์เอ็กซ์ จำกัด,0105519003547,บริษัท อาร์เอ็กซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,93/90 ซอยประชานุกูล2 ถนนรัชดาภิเษก แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร,10800,3
อาร์เอ็กซ์ จำกัด,0845559008560,บริษัท ดับบลิวอาร์เอ็กซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,99/20 หมู่6 ตำบลคลองไทร อำเภอท่าฉาง สุราษฎร์ธานี,84150,3
อาร์เอ็กซ์ จำกัด,0105519003547,บริษัท อาร์เอ็กซ์ จำกัด,,00005,สาขา,454 ถนนจรัญสนิทวงศ์ แขวงบางอ้อ เขตบางพลัด กรุงเทพมหานคร,10700,3
อาร์เอ็กซ์ จำกัด,0125548014446,บริษัท อีเอ็นอาร์เอ็กซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,369/22 หมู่6 ตำบลบ่อวิน อำเภอศรีราชา ชลบุรี,20230,3
อาร์เอ็กซ์ จำกัด,0105561122591,บริษัท เวทอาร์เอ็กซ์ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,138/48 หมู่บ้านรสา ซอยประเสริฐมนูกิจ 29 ถนนประเสริฐมนูกิจ แขวงจรเข้บัว เขตลาดพร้าว กรุงเทพมหานคร,10230,3
แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด,0105504000253,บริษัท แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด                                                                                                                              ,,00005,สาขา,62 หมู่1 ตำบลศีรษะจรเข้ใหญ่ อำเภอบางเสาธง สมุทรปราการ,10540,3
แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด,0105504000253,บริษัท แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด                                                                                                                              ,,00001,สาขา,90 ซอยมหาชัย หมู่13 ตำบลบางพลีใหญ่ อำเภอบางพลี สมุทรปราการ,10540,3
แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด,0105504000253,บริษัท แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด                                                                                                                              ,,00007,สาขา,888/14 หมู่21 ตำบลบางพลีใหญ่ อำเภอบางพลี สมุทรปราการ,10540,3
แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด,0105504000253,บริษัท แปซิฟิค เฮลธ์แคร์ (ไทยแลนด์) จำกัด                                                                                                                              ,สำนักงานใหญ่,00000,สำนักงานใหญ่,1320 ชั้น 1 และ 2 ยูนิต ยูนิต บี 01 อาคารไซแอม พาร์ค ถนนพระราม 3 แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร,10120,3
โรงงานเภสัชกรรมพอนด์เคมีคอลประเทศไทย,0102512000621,ห้างหุ้นส่วนสามัญนิติบุคคล โรงงานเภสัชกรรมพอนด์เคมีคอลประเทศไทย,สำนักงานใหญ่,00000,สำนักงานใหญ่,79 หมู่4 ถนนรามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร,10220,3
ยูนีซัน จำกัด,0105499000718,บริษัท ยูนีซัน จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,39 หมู่4 ตำบลคลองอุดมชลจร อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา,24000,3
ยูนิเวอร์แซล เมดิคอล อินดัสตรี จำกัด,0105530052567,บริษัท ยูนิเวอร์แซล เมดิคอล อินดัสตรี จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,135 ชั้น 1 ซอยรามอินทรา 23 แขวงอนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร,10220,3
นิด้า ฟาร์มา อินคอร์ปอเรชั่น จำกัด,0105521012515,บริษัท นิด้า ฟาร์มา อินคอร์ปอเรชั่น จำกัด,,00001,สาขา,165 หมู่5 ถนนพหลโยธิน ตำบลลำไทร อำเภอวังน้อย พระนครศรีอยุธยา,13170,3
นิด้า ฟาร์มา อินคอร์ปอเรชั่น จำกัด,0105521012515,บริษัท นิด้า ฟาร์มา อินคอร์ปอเรชั่น จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,128-130 ซอยลาดพร้าว 130 หมู่2 ถนนลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร,10240,3
ยูโทเปี้ยน จำกัด,0105523002452,บริษัท ยูโทเปี้ยน จำกัด,,00001,สาขา,249 หมู่1 ตำบลโคกไทย อำเภอศรีมโหสถ ปราจีนบุรี,25190,3
ยูโทเปี้ยน จำกัด,0105523002452,บริษัท ยูโทเปี้ยน จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,602 ซอยท่านผู้หญิง หมู่3 ถนนเทพารักษ์ ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ,10270,3
ที.โอ.เคมีคอลส์ (1979) จำกัด,0105522009488,บริษัท ที.โอ.เคมีคอลส์ (1979) จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,"280,280/1-11,280/14- ซอยสบายใจ ถนนสุทธิสารวินิจฉัย แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร",10320,3
ที.โอ.เคมีคอลส์ (1979) จำกัด,0105522009488,บริษัท ที.โอ.เคมีคอลส์ (1979) จำกัด,,00003,สาขา,53 หมู่4 ตำบลบึงคำพร้อย อำเภอลำลูกกา ปทุมธานี,12150,3
ที.โอ.เคมีคอลส์ (1979) จำกัด,0105522009488,บริษัท ที.โอ.เคมีคอลส์ (1979) จำกัด,,00001,สาขา,147 ซอยสบายใจ ถนนสุทธิสารวินิจฉัย แขวงสามเสนนอก เขตห้วยขวาง กรุงเทพมหานคร,10320,3
ที.โอ.เคมีคอลส์ (1979) จำกัด,0105522009488,บริษัท ที.โอ.เคมีคอลส์ (1979) จำกัด,,00002,สาขา,101 ซอยลาดพร้าว 124 (สวัสดิการ) ถนนลาดพร้าว แขวงวังทองหลาง เขตวังทองหลาง กรุงเทพมหานคร,10310,3
แสงไทยเมดิคอล จำกัด,0105514007307,บริษัท แสงไทยเมดิคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,148/19-21 ถนนนางลิ้นจี่ แขวงทุ่งมหาเมฆ เขตสาทร กรุงเทพมหานคร,10120,3
ลีโอ เมดดิคอล จำกัด,0735542000553,บริษัท ลีโอ เมดดิคอล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,9 ซอยทวีวัฒนา-กาญจนาภิเษก31 ถนนถนนทวีวัฒนา-กาญจนาภิเษก แขวงทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร,10170,3
ลีโอ เมดดิคอล จำกัด,0735542000553,บริษัท ลีโอ เมดดิคอล จำกัด,,00002,สาขา,"333/14,333/24 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ",10570,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00001,สาขา,513/194-195 ซอยจรัญสนิทวงศ์ 37 ถนนจรัญสนิทวงศ์ แขวงบางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร,10700,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00002,สาขา,511/638-639 ถนนจรัญสนิทวงศ์ แขวงบางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร,10700,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00006,สาขา,"4,4/1-4/2,4/4 ชั้น 1 ยูนิต A110 อาคารศูนย์การค้าเซ็นทรัลเวิลด์ ถนนราชดำริห์ แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร",10330,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,"222,222/1,222/2 ถนนพุทธมณฑลสาย  1 แขวงบางระมาด เขตตลิ่งชัน กรุงเทพมหานคร",10170,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00005,สาขา,"99/19,99/20 ชั้น 1 ยูนิต 131/2 อาคารศูนย์การค้าเซ็นทรัลพลาซา ศาลายา หมู่2 ตำบลบางเตย อำเภอสามพราน นครปฐม",73110,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00003,สาขา,513/218 ถนนจรัญสนิทวงศ์ แขวงบางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร,10700,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00007,สาขา,"88 ชั้น 3 ยูนิต MS-3-112,113 อาคารศูนย์การค้าเทอมินอล 21 ซอยสุขุมวิท 19 (วัฒนา) แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร",10110,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00008,สาขา,7/222 ชั้น 1 ยูนิต 107/1 อาคารศูนย์การค้าเซ็นทรัลพลาซ่าปิ่นเกล้า ถนนบรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร,10700,3
ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,0105519006449,บริษัท ยูเนียนเมดดิคอล (ประเทศไทย) จำกัด,,00004,สาขา,3522 ชั้น G ยูนิต GS-L3C อาคารเดอะมอลล์บางกะปิคอมเพล๊กซ์ ถนนลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพมหานคร,10240,3
เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้ จำกัด,0105527028430,บริษัท เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้ จำกัด,,00001,สาขา,222 ถนนร่มเกล้า แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร,10520,3
เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้ จำกัด,0105527028430,บริษัท เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้ จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,359 ถนนเจริญกรุง แขวงป้อมปราบ เขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร,10100,3
เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้ จำกัด,0105527028430,บริษัท เบอร์ลินฟาร์มาซูติคอลอินดัสตรี้ จำกัด,,00002,สาขา,1575 ถนนเพชรบุรีตัดใหม่ แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร,10400,3
ฟาร์มาแลนด์ (1982) จำกัด,0115525000465,บริษัท ฟาร์มาแลนด์ (1982) จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,56 ซอยสุภาพงษ์ 1 แขวงหนองบอน เขตประเวศ กรุงเทพมหานคร,10250,3
เอเชี่ยน ฟาร์มาซูติคัล จำกัด,0105553001705,บริษัท เอเชี่ยน ฟาร์มาซูติคัล จำกัด,,00001,สาขา,199 หมู่5 ถนนติวานนท์ ตำบลบางกะดี อำเภอเมืองปทุมธานี ปทุมธานี,12000,3
เอเชี่ยน ฟาร์มาซูติคัล จำกัด,0105553001705,บริษัท เอเชี่ยน ฟาร์มาซูติคัล จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,9/4 ซอยวัฒนวงศ์ ถนนราชปรารภ แขวงมักกะสัน เขตราชเทวี กรุงเทพมหานคร,10400,3
หาญไทยฟาร์มา (2508) จำกัด,0105550022116,บริษัท หาญไทยฟาร์มา (2508) จำกัด,,00004,สาขา,รอยัลซิตี้อเวนิว25/3 ซอยศูนย์วิจัย แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร,10310,3
หาญไทยฟาร์มา (2508) จำกัด,0105550022116,บริษัท หาญไทยฟาร์มา (2508) จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,2121 ถนนเพชรบุรีตัดใหม่ แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร,10310,3
หาญไทยฟาร์มา (2508) จำกัด,0105550022116,บริษัท หาญไทยฟาร์มา (2508) จำกัด,,00005,สาขา,"27,29 ชั้น 4 ซอยสุขุมวิท 62 ถนนสุขุมวิท แขวงบางจาก เขตพระโขนง กรุงเทพมหานคร",10260,3
ชุมชนเภสัชกรรม จำกัด (มหาชน),0107529000011,บริษัท ชุมชนเภสัชกรรม จำกัด (มหาชน),สำนักงานใหญ่,00000,สำนักงานใหญ่,1 ซอยคู้บอน 11 แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร,10230,3
ชุมชนเภสัชกรรม จำกัด (มหาชน),0107529000011,บริษัท ชุมชนเภสัชกรรม จำกัด (มหาชน),,00001,สาขา,1/1 ถนนคู้บอน แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร,10230,3
ชุมชนเภสัชกรรม จำกัด (มหาชน),0107529000011,บริษัท ชุมชนเภสัชกรรม จำกัด (มหาชน),,00002,สาขา,1/2 ซอยคู้บอน 11 แขวงรามอินทรา เขตคันนายาว กรุงเทพมหานคร,10230,3
เอกตรงเคมีภัณฑ์ (1985) จำกัด,0105528002817,บริษัท เอกตรงเคมีภัณฑ์ (1985) จำกัด,สำนักงานใหญ่,00000,สำนักงานใหญ่,159/4 หมู่3 ตำบลบางคูเวียง อำเภอบางกรวย นนทบุรี,11130,3
จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,0105513004495,บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด                                                                                                                             ,สำนักงานใหญ่,00000,สำนักงานใหญ่,106 หมู่4 ถนนฉลองกรุง แขวงลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร,10520,3
จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,0105513004495,บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด                                                                                                                             ,,00018,สาขา,"88,88/1-3,88/5-6 ซอยวิลาลัย หมู่11 ถนนบางนา-ตราด กม.19 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ",10540,3
จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,0105513004495,บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด                                                                                                                             ,,00019,สาขา,166 ซอยนิคมอุตสาหกรรมบางปะอิน หมู่16 ถนนอุดมสรยุทธ ตำบลบางกระสั้น อำเภอบางปะอิน พระนครศรีอยุธยา,13160,3
จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,0105513004495,บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด                                                                                                                             ,,00020,สาขา,998 ถนนริมคลองสามเสน แขวงบางกะปิ เขตห้วยขวาง กรุงเทพมหานคร,10310,3
จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,0105513004495,บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด                                                                                                                             ,,00016,สาขา,104/15 หมู่8 ถนนสุขาภิบาล 1 แขวงประเวศ เขตประเวศ กรุงเทพมหานคร,10250,3
จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด,0105513004495,บริษัท จอห์นสัน แอนด์ จอห์นสัน (ไทย) จำกัด                                                                                                                             ,,00022,สาขา,7/5-6 ถนนไอซีดี แขวงคลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร,10520,3
เฟรซีเนียส เมดิคอล แคร์ จำกัด,0105555166574,บริษัท เฟรซีเนียส เมดิคอล แคร์ จำกัด                                                                                                                                   ,,00001,สาขา,889 ถนนศรีนครินทร์ ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ สมุทรปราการ,10270,3
เฟรซีเนียส เมดิคอล แคร์ จำกัด,0105555166574,บริษัท เฟรซีเนียส เมดิคอล แคร์ จำกัด                                                                                                                                   ,,00004,สาขา,41 หมู่1 ตำบลศีรษะจรเข้ใหญ่ อำเภอบางเสาธง สมุทรปราการ,10570,3
เฟรซีเนียส เมดิคอล แคร์ จำกัด,0105555166574,บริษัท เฟรซีเนียส เมดิคอล แคร์ จำกัด                                                                                                                                   ,,00002,สาขา,"88, 88/1-3, 88/5-6 หมู่11 ตำบลบางโฉลง อำเภอบางพลี สมุทรปราการ",10540,3
เฟรซีเนียส เมดิคอล แคร์ จำกัด,0105555166574,บริษัท เฟรซีเนียส เมดิคอล แคร์ จำกัด                                                                                                                                   ,,00005,สาขา,998/127 อาคารโครงการบางกอกฟรีเทรดโซน 3 หมู่9 ตำบลบางปลา อำเภอบางพลี สมุทรปราการ,10540,3
เฟรซีเนียส เมดิคอล แคร์ จำกัด,0105555166574,บริษัท เฟรซีเนียส เมดิคอล แคร์ จำกัด                                                                                                                                   ,,00003,สาขา,"333/14,333/24 หมู่3 ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ",10570,3
เฟรซีเนียส เมดิคอล แคร์ จำกัด,0105555166574,บริษัท เฟรซีเนียส เมดิคอล แคร์ จำกัด                                                                                                                                   ,สำนักงานใหญ่,00000,สำนักงานใหญ่,540 ชั้น 14 ยูนิต 1401 อาคารเมอร์คิวรี่ ทาวเวอร์ ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพมหานคร,10330,3
ชัยวัฒน์เภสัช,0473556000969,ห้างหุ้นส่วนจำกัด ชัยวัฒน์เภสัช 2013                                                                                                                                              ,,00001,สาขา,1773/14 ถนนรัฐพัฒนา ตำบลธาตุเชิงชุม อำเภอเมืองสกลนคร สกลนคร,47000,3
ชัยวัฒน์เภสัช,0473556000969,ห้างหุ้นส่วนจำกัด ชัยวัฒน์เภสัช 2013                                                                                                                                              ,สำนักงานใหญ่,00000,สำนักงานใหญ่,798 ถนนนิตโย ตำบลธาตุเชิงชุม อำเภอเมืองสกลนคร สกลนคร,47000,3
ชัยวัฒน์เภสัช,0703500000022,ห้างหุ้นส่วนจำกัด ชัยวัฒน์เภสัช (จี้อันตึ๊ง),สำนักงานใหญ่,00000,สำนักงานใหญ่,32-34 ถนนประชานิยม ตำบลบ้านโป่ง อำเภอบ้านโป่ง ราชบุรี,70110,3
